3.571428571428571508e-01,3.604339507923598473e-01,8.841790062354955015e-01,5.000000000000000240e-05
3.928571428571428492e-01,4.395717843215861675e-01,9.107861015286415896e-01,5.000000000000000240e-05
3.928571428571428492e-01,4.710254521059378807e-01,9.134813835321896613e-01,5.000000000000000240e-05
3.928571428571428492e-01,4.478008499996165015e-01,9.145438430493758597e-01,5.000000000000000240e-05
4.196428571428571508e-01,4.251910333637423101e-01,9.128017927922329466e-01,5.000000000000000240e-05
4.375000000000000000e-01,4.161174516019985892e-01,9.112760477384951319e-01,5.000000000000000240e-05
4.107142857142856984e-01,4.779977025294094295e-01,9.169527221506258430e-01,5.000000000000000240e-05
4.107142857142856984e-01,4.665737766606988801e-01,9.180792022993223833e-01,5.000000000000000240e-05
3.839285714285714524e-01,4.878025486994566617e-01,9.218526402504217954e-01,5.000000000000000240e-05
4.285714285714285476e-01,4.538139114806001295e-01,9.174334579341458795e-01,5.000000000000000240e-05
4.375000000000000000e-01,5.628398727496545240e-01,9.262527844357142381e-01,5.000000000000000240e-05
4.017857142857143016e-01,4.733334855775586658e-01,9.166032346692649657e-01,5.000000000000000240e-05
3.750000000000000000e-01,5.017839233458384340e-01,9.183803673619808094e-01,5.000000000000000240e-05
3.928571428571428492e-01,5.079953585261108850e-01,9.252832599537661462e-01,5.000000000000000240e-05
4.196428571428571508e-01,5.022511565224327956e-01,9.233240169082048698e-01,5.000000000000000240e-05
4.375000000000000000e-01,5.002234747777263291e-01,9.137973706193484036e-01,5.000000000000000240e-05
5.446428571428570953e-01,6.092498732441903320e-01,9.333898134578774153e-01,5.000000000000000240e-05
5.178571428571429047e-01,5.608723243903152023e-01,9.384776298223770352e-01,5.000000000000000240e-05
4.642857142857143016e-01,5.408302187852259690e-01,9.301191679448665983e-01,5.000000000000000240e-05
4.821428571428571508e-01,5.481712480299509860e-01,9.345465272078803398e-01,5.000000000000000240e-05
5.178571428571429047e-01,5.858237539546701234e-01,9.300879328144675551e-01,5.000000000000000240e-05
4.910714285714285476e-01,5.730624427844160929e-01,9.366977130923271888e-01,5.000000000000000240e-05
5.267857142857143016e-01,5.851837694927883859e-01,9.392695454732321592e-01,5.000000000000000240e-05
5.892857142857143016e-01,6.699565669146437807e-01,9.491053891992861091e-01,5.000000000000000240e-05
5.357142857142856984e-01,6.057366157088907022e-01,9.455381158419957632e-01,5.000000000000000240e-05
5.357142857142856984e-01,6.250568426193063853e-01,9.475874662878054355e-01,5.000000000000000240e-05
5.089285714285713969e-01,6.088246413180556926e-01,9.411111568804048089e-01,5.000000000000000240e-05
5.803571428571429047e-01,6.539990722766333420e-01,9.515449604748364987e-01,5.000000000000000240e-05
5.535714285714286031e-01,5.985650546924013993e-01,9.460586588498088867e-01,5.000000000000000240e-05
5.535714285714286031e-01,6.238637235968597095e-01,9.483941413386242081e-01,5.000000000000000240e-05
