1.071428571428571369e-01,1.327313358028892609e-01,5.320809385607397912e-01,5.000000000000000240e-05
6.250000000000000000e-02,1.349410431568799085e-01,5.607385201490235893e-01,5.000000000000000240e-05
1.071428571428571369e-01,1.488016176464504181e-01,6.411707298284445855e-01,5.000000000000000240e-05
8.928571428571428770e-02,1.577138709042449627e-01,6.685626264598086843e-01,5.000000000000000240e-05
9.821428571428571230e-02,1.533389410202817549e-01,6.791794181642577533e-01,5.000000000000000240e-05
1.160714285714285754e-01,1.494410105838353542e-01,6.611799367859834131e-01,5.000000000000000240e-05
1.607142857142857262e-01,1.566190544331562129e-01,6.774782105720298375e-01,5.000000000000000240e-05
1.875000000000000000e-01,1.608903227672005831e-01,6.808790946916758458e-01,5.000000000000000240e-05
1.428571428571428492e-01,1.521485565203657409e-01,6.941160025646349041e-01,5.000000000000000240e-05
1.875000000000000000e-01,1.564473769536254555e-01,6.879306945838130627e-01,5.000000000000000240e-05
1.517857142857142738e-01,1.634427878704490245e-01,6.874538569878874128e-01,5.000000000000000240e-05
1.607142857142857262e-01,1.816442732696310625e-01,7.073649078425990888e-01,5.000000000000000240e-05
1.428571428571428492e-01,1.889310169007979712e-01,6.973926907558497534e-01,5.000000000000000240e-05
1.428571428571428492e-01,1.885204417655004794e-01,7.226533118559974600e-01,5.000000000000000240e-05
1.517857142857142738e-01,1.851079935795066633e-01,7.195509689458751135e-01,5.000000000000000240e-05
1.607142857142857262e-01,1.897162097524281166e-01,7.181594130732216197e-01,5.000000000000000240e-05
1.785714285714285754e-01,1.971638320557454471e-01,7.274271734966127889e-01,5.000000000000000240e-05
1.875000000000000000e-01,1.975806088601433641e-01,7.239935420512605413e-01,5.000000000000000240e-05
1.696428571428571508e-01,2.058870669943606013e-01,7.396114129653437175e-01,5.000000000000000240e-05
2.142857142857142738e-01,2.031661663876751511e-01,7.301692262886757545e-01,5.000000000000000240e-05
1.696428571428571508e-01,1.948344134912816661e-01,7.355915940975558120e-01,5.000000000000000240e-05
1.517857142857142738e-01,1.997602352606150100e-01,7.516821082449905989e-01,5.000000000000000240e-05
1.875000000000000000e-01,2.217086117191619521e-01,7.451069968362277196e-01,5.000000000000000240e-05
2.053571428571428492e-01,2.053448813290772723e-01,7.445244495635273685e-01,5.000000000000000240e-05
1.785714285714285754e-01,2.102521028044490592e-01,7.465707675257498011e-01,5.000000000000000240e-05
2.142857142857142738e-01,2.183441368267653726e-01,7.424998770602897480e-01,5.000000000000000240e-05
2.232142857142857262e-01,2.062746729424900505e-01,7.432136546695403689e-01,5.000000000000000240e-05
1.517857142857142738e-01,2.150097776432160213e-01,7.555084485175868059e-01,5.000000000000000240e-05
1.607142857142857262e-01,1.910355691104281828e-01,6.756009257225343845e-01,5.000000000000000240e-05
1.875000000000000000e-01,2.299668499607516736e-01,7.500479834718343231e-01,5.000000000000000240e-05
