3.392857142857143016e-01,3.464336017823889113e-01,8.807733206492087685e-01,5.000000000000000240e-05
3.839285714285714524e-01,4.585470525839858702e-01,9.146306089161921893e-01,5.000000000000000240e-05
3.660714285714285476e-01,4.901414171538728271e-01,9.161396357836181226e-01,5.000000000000000240e-05
3.839285714285714524e-01,4.602507179936364823e-01,9.140727268800310501e-01,5.000000000000000240e-05
4.375000000000000000e-01,4.211741439099759843e-01,9.139023596265646310e-01,5.000000000000000240e-05
3.750000000000000000e-01,4.538801207733901832e-01,9.134342481116208834e-01,5.000000000000000240e-05
4.196428571428571508e-01,4.474233640521498301e-01,9.117673492104936273e-01,5.000000000000000240e-05
4.017857142857143016e-01,4.411246486176018666e-01,9.062585331431425306e-01,5.000000000000000240e-05
3.928571428571428492e-01,5.114847376353182096e-01,9.171859694328059476e-01,5.000000000000000240e-05
4.375000000000000000e-01,4.569133882900171528e-01,9.132270910675233111e-01,5.000000000000000240e-05
4.375000000000000000e-01,4.782786731157749882e-01,9.164090582810634489e-01,5.000000000000000240e-05
3.660714285714285476e-01,4.905448403061852813e-01,9.170080860020919378e-01,5.000000000000000240e-05
3.839285714285714524e-01,4.704717741214851090e-01,9.128045562181430483e-01,5.000000000000000240e-05
4.285714285714285476e-01,4.795151656107053406e-01,9.228597205672757209e-01,5.000000000000000240e-05
4.375000000000000000e-01,5.079207633642639497e-01,9.277759369860797412e-01,5.000000000000000240e-05
4.821428571428571508e-01,4.792767358806756528e-01,9.242286738864987639e-01,5.000000000000000240e-05
4.642857142857143016e-01,5.504073874612102069e-01,9.212972232087061064e-01,5.000000000000000240e-05
4.464285714285714524e-01,5.192506427159890858e-01,9.322407893697695069e-01,5.000000000000000240e-05
4.642857142857143016e-01,5.045777475930017797e-01,9.240312353634176912e-01,5.000000000000000240e-05
4.285714285714285476e-01,5.689198466558018641e-01,9.352360515898739957e-01,5.000000000000000240e-05
4.732142857142856984e-01,5.484484169350187788e-01,9.342682125577711494e-01,5.000000000000000240e-05
5.178571428571429047e-01,5.975904253869532834e-01,9.393465608805128264e-01,5.000000000000000240e-05
4.732142857142856984e-01,5.332800270378463825e-01,9.324576168064698800e-01,5.000000000000000240e-05
5.357142857142856984e-01,5.983808033262068005e-01,9.372006612109645696e-01,5.000000000000000240e-05
5.178571428571429047e-01,6.022521549133480478e-01,9.479948155327557746e-01,5.000000000000000240e-05
4.553571428571428492e-01,6.158880257113980017e-01,9.439466828866465153e-01,5.000000000000000240e-05
4.642857142857143016e-01,5.378090833350298583e-01,9.333730170131373516e-01,5.000000000000000240e-05
4.732142857142856984e-01,5.444393083177970771e-01,9.276083163243127316e-01,5.000000000000000240e-05
4.642857142857143016e-01,5.863876469179679640e-01,9.476692243024398277e-01,5.000000000000000240e-05
4.553571428571428492e-01,5.863287563974461936e-01,9.361280451993404528e-01,5.000000000000000240e-05
